smiles,T,P,hvap,red_T
CC(C)(C)C,173.0,1.0,29.58937027115721,0.3984184594926512
CC(C)(C)C,187.0,1.0,28.983545289672435,0.4306604157521721
CC(C)(C)C,202.0,1.0,28.318026249092263,0.465205368887373
CC(C)(C)C,216.0,1.0,27.681549021494067,0.497447325146894
CC(C)(C)C,231.0,1.0,26.983188288649533,0.5319922782820949
CC(C)(C)C,245.0,1.0,26.31605881493793,0.5642342345416158
CC(C)(C)C,260.0,1.0,25.584856389829028,0.5987791876768168
CC(C)(C)C,274.0,1.0,24.88707467000402,0.6310211439363377
CC(C)(C)C,289.0,1.0,24.123030552630752,0.6655660970715387
CC(C)(C)C,303.0,1.0,23.394596586692334,0.6978080533310596
CC(C)(C)C,318.0,1.0,22.5977107770547,0.7323530064662606
CC(C)(C)C,332.0,1.0,21.83862456500288,0.7645949627257814
CC(C)(C)C,347.0,1.0,21.008897063100875,0.7991399158609824
CC(C)(C)C,361.0,1.0,20.21915860493564,0.8313818721205033
CC(C)(C)C,376.0,1.0,19.35658941076927,0.8659268252557043
CC(C)(C)C,390.0,1.0,18.536198706490623,0.8981687815152252
CC(C)(C)CC(C)(C)C,228.0,1.0,44.36128623739536,0.398972659402996
CC(C)(C)CC(C)(C)C,247.0,1.0,43.38204852812167,0.4322203810199123
CC(C)(C)CC(C)(C)C,266.0,1.0,42.38323307198724,0.4654681026368286
CC(C)(C)CC(C)(C)C,285.0,1.0,41.36483986899208,0.498715824253745
CC(C)(C)CC(C)(C)C,304.0,1.0,40.3268689191362,0.5319635458706613
CC(C)(C)CC(C)(C)C,323.0,1.0,39.26932022241958,0.5652112674875777
CC(C)(C)CC(C)(C)C,342.0,1.0,38.192193778842224,0.598458989104494
CC(C)(C)CC(C)(C)C,361.0,1.0,37.09548958840414,0.6317067107214104
CC(C)(C)CC(C)(C)C,381.0,1.0,35.91991365033723,0.6667043124234275
CC(C)(C)CC(C)(C)C,400.0,1.0,34.78302355844817,0.6999520340403439
CC(C)(C)CC(C)(C)C,419.0,1.0,33.62655571969839,0.7331997556572601
CC(C)(C)CC(C)(C)C,438.0,1.0,32.45051013408787,0.7664474772741765
CC(C)(C)CC(C)(C)C,457.0,1.0,31.25488680161662,0.7996951988910929
CC(C)(C)CC(C)(C)C,476.0,1.0,30.03968572228464,0.8329429205080092
CC(C)(C)CC(C)(C)C,495.0,1.0,28.80490689609193,0.8661906421249255
CC(C)(C)CC(C)(C)C,514.0,1.0,27.55055032303849,0.8994383637418418
CC(C)(C)CCC(C)(C)C,232.0,1.0,49.84231779339856,0.3995962899076247
CC(C)(C)CCC(C)(C)C,251.0,1.0,48.455381886484055,0.4323218481328181
CC(C)(C)CCC(C)(C)C,271.0,1.0,47.00312805547041,0.4667698041593374
CC(C)(C)CCC(C)(C)C,290.0,1.0,45.630781683459,0.4994953623845308
CC(C)(C)CCC(C)(C)C,309.0,1.0,44.26554303357987,0.5322209206097243
CC(C)(C)CCC(C)(C)C,329.0,1.0,42.8361284204982,0.5666688766362437
CC(C)(C)CCC(C)(C)C,348.0,1.0,41.48547930552216,0.5993944348614371
CC(C)(C)CCC(C)(C)C,367.0,1.0,40.1419379126784,0.6321199930866305
CC(C)(C)CCC(C)(C)C,387.0,1.0,38.7353625175287,0.6665679491131498
CC(C)(C)CCC(C)(C)C,406.0,1.0,37.40641065958804,0.6992935073383432
CC(C)(C)CCC(C)(C)C,425.0,1.0,36.08456652377965,0.7320190655635366
CC(C)(C)CCC(C)(C)C,445.0,1.0,34.70083034656192,0.766467021590056
CC(C)(C)CCC(C)(C)C,464.0,1.0,33.39357574565663,0.7991925798152494
CC(C)(C)CCC(C)(C)C,483.0,1.0,32.09342886688361,0.8319181380404428
CC(C)(C)CCC(C)(C)C,503.0,1.0,30.73253190759786,0.8663660940669622
CC(C)(C)CCC(C)(C)C,522.0,1.0,29.44697456372795,0.8990916522921556
CC(C)C,163.0,1.0,26.376069138720403,0.3982940714879222
CC(C)C,177.0,1.0,25.87504514171591,0.432503378241486
CC(C)C,190.0,1.0,25.389017833313552,0.464269163084081
CC(C)C,204.0,1.0,24.84321378145144,0.4984784698376449
CC(C)C,218.0,1.0,24.274190441885377,0.5326877765912088
CC(C)C,231.0,1.0,23.725020886818715,0.5644535614338038
CC(C)C,245.0,1.0,23.11121749239504,0.5986628681873677
CC(C)C,259.0,1.0,22.474194810267416,0.6328721749409315
CC(C)C,272.0,1.0,21.86188300853645,0.6646379597835266
CC(C)C,286.0,1.0,21.18008027155121,0.6988472665370904
CC(C)C,300.0,1.0,20.475058246862023,0.7330565732906543
CC(C)C,313.0,1.0,19.799604198466746,0.7648223581332493
CC(C)C,327.0,1.0,19.049802118919946,0.7990316648868132
CC(C)C,341.0,1.0,18.2767807516692,0.833240971640377
CC(C)C,354.0,1.0,17.538184456609613,0.8650067564829721
CC(C)C,368.0,1.0,16.72038303450125,0.8992160632365359
CC(C)C(C(C)(C)C)C(C)(C)C,271.0,1.0,53.77007149349983,0.3996836525903344
